a, COCA/CET/HS
fender, GRE/COCA
windfall, GRE/COCA
gilded, COCA
papal, COCA
dissolution, COCA
endemic, GRE/COCA
anesthesia, COCA
devotee, GRE/COCA
resin, GRE/COCA/TOEFL
stinging, COCA
battleground, COCA
supplant, GRE/COCA/TOEFL
religiously, COCA
conduit, GRE/COCA
teddy, COCA
mammogram, COCA
parity, GRE/COCA
fresco, GRE/COCA/TOEFL
ashtray, COCA
sexism, COCA
spirited, COCA
sexist, COCA
diagonal, GRE/COCA/TOEFL
tonic, GRE/COCA
handout, COCA
oppressed, COCA
awakening, COCA
arcade, COCA
masked, COCA
gallop, GRE/COCA/TOEFL
inequity, GRE/COCA
burrow, GRE/COCA/TOEFL
clutter, COCA/TOEFL
obituary, GRE/COCA
morgue, COCA
tango, GRE/COCA
sill, GRE/COCA
deterrence, COCA
his/her, COCA
biomedical, COCA
vascular, GRE/COCA/TOEFL
mite, GRE/COCA
interdependence, COCA
rudimentary, GRE/COCA/TOEFL
biceps, COCA
instrumentation, COCA
metropolis, GRE/COCA/TOEFL
incarceration, COCA
quirk, GRE/COCA
antler, COCA
earned, COCA
magnesium, COCA/TOEFL
bluntly, COCA
hardened, COCA
duet, GRE/COCA
accrue, GRE/COCA
delinquency, GRE/COCA
camouflage, GRE/COCA/TOEFL
solemnly, COCA
replenish, GRE/COCA/TOEFL
evangelist, COCA
sesame, COCA
campground, COCA
state-owned, COCA
twenty-eight, COCA
crimson, COCA
airtight, GRE/COCA
five-year-old, COCA
free-market, COCA
aforementioned, COCA
utterance, COCA
vignette, COCA
prized, COCA
anti-American, COCA
migratory, GRE/COCA
tubing, COCA
litany, COCA
requisite, GRE/COCA
real-time, COCA
dynamite, COCA
gull, GRE/COCA/TOEFL
polarize, GRE/COCA
illustrator, COCA
for-profit, COCA
bent, GRE/COCA/HS/TOEFL
nonstop, COCA
Albanian, COCA
concussion, GRE/COCA
detour, GRE/COCA
undress, COCA
lovingly, COCA
exude, GRE/COCA/TOEFL
self-control, COCA
citizenry, COCA
rind, GRE/COCA
lifeless, COCA
regal, GRE/COCA
polio, COCA
proton, COCA
potassium, COCA/TOEFL
incest, COCA
eater, COCA
assured, GRE/COCA
ultrasound, COCA
meltdown, COCA
unfavorable, COCA
warlord, COCA
civility, GRE/COCA
overrule, GRE/COCA
earmark, COCA
aerobics, COCA
decisively, COCA
burnout, COCA
proliferate, GRE/COCA/TOEFL
pertain, GRE/COCA/TOEFL
cadence, GRE/COCA
disgruntled, COCA
anti-depressant, COCA
drilling, COCA
fourteenth, COCA
quintessential, COCA
impossibly, COCA
engraving, COCA/TOEFL
grimly, COCA/TOEFL
hijacker, COCA
Finnish, COCA
untreated, COCA
wasted, COCA
flowering, COCA
second-largest, COCA
weaving, COCA
prerogative, GRE/COCA
cumbersome, GRE/COCA/TOEFL
high-ranking, COCA
sentencing, COCA
telegram, COCA
squeak, COCA/TOEFL
cede, GRE/COCA
week-long, COCA
toughness, COCA
particulars, COCA
owing, COCA
freestyle, COCA
faithfully, COCA
alright, COCA
kickoff, COCA
decreased, COCA
utilitarian, GRE/COCA/TOEFL
haunted, COCA
grotesque, GRE/COCA
seaside, COCA/HS
tulip, COCA
camaraderie, COCA
inventive, COCA
anti-abortion, COCA
UFO, COCA
twenty-seven, COCA
panelist, COCA
horribly, COCA
buff, COCA
bellow, COCA
agrarian, GRE/COCA/TOEFL
paved, COCA
enamel, GRE/COCA
stow, COCA
reliever, COCA
sunken, COCA
dick, COCA
impartial, GRE/COCA/TOEFL
prickly, COCA
casing, COCA
unsalted, COCA
sandstone, COCA
overpower, COCA
wand, COCA/TOEFL
heyday, GRE/COCA
disproportionately, COCA
timeline, COCA
coercive, COCA
snarl, GRE/COCA
coveted, COCA
dumbbell, COCA
engrave, GRE/COCA
cervical, COCA
wry, GRE/COCA/TOEFL
pouring, COCA
clinch, GRE/COCA/TOEFL
countryman, COCA
toxicity, COCA
faraway, COCA
mayhem, GRE/COCA
darn, COCA
crescent, COCA
airway, COCA
soaked, COCA
Antarctic, GRE/COCA/HS
iconic, COCA
dishonest, COCA
brim, GRE/COCA/TOEFL
gratification, GRE/COCA
boyhood, COCA
panties, COCA
oblivion, COCA/TOEFL
evict, GRE/COCA
crayon, GRE/COCA/HS
baton, GRE/COCA
tasting, COCA
admiral, COCA
self-help, COCA
predicted, COCA
raccoon, COCA
insidious, GRE/COCA
white-collar, COCA
engineered, COCA
correctional, COCA
rotor, COCA
handlebar, COCA
arson, GRE/COCA
versatility, COCA
unarmed, COCA
concealed, COCA
purposely, COCA
indistinguishable, COCA
accumulated, COCA
thyroid, COCA
runner-up, COCA
horseman, COCA
transpire, COCA/TOEFL
swinging, COCA
snowflake, COCA/TOEFL
eighteenth-century, COCA
mounted, COCA
exuberant, GRE/COCA
contested, COCA
falsely, COCA
pairing, COCA
cutting-edge, COCA
contraception, COCA
reddish, COCA/TOEFL
exec, COCA
ambient, COCA
meditate, GRE/COCA
juxtaposition, COCA
industrialization, COCA
sham, GRE/COCA
delayed, COCA
craving, GRE/COCA
pedagogy, GRE/COCA/TOEFL
Appalachian, COCA
marginally, COCA
concoct, GRE/COCA/TOEFL
looting, COCA
scallop, COCA
respectfully, COCA
fateful, COCA/TOEFL
agonizing, COCA
missed, COCA
taco, COCA
blitz, COCA
underdog, GRE/COCA
sunflower, COCA
ledger, GRE/COCA
one-quarter, COCA
mania, GRE/COCA/TOEFL
admonish, GRE/COCA/TOEFL
emerald, GRE/COCA/TOEFL
passageway, COCA
multivariate, COCA
hard-liner, COCA
daisy, COCA
skyrocket, GRE/COCA
marinade, COCA
senseless, COCA
tentacle, COCA/TOEFL
pagan, GRE/COCA
unwillingness, COCA
sub-Saharan, COCA
arduous, COCA/TOEFL
billow, GRE/COCA
cartilage, COCA/TOEFL
unforgettable, COCA
cinematic, COCA
cramp, GRE/COCA
detractor, COCA
defuse, GRE/COCA
firewood, COCA
polo, COCA
toad, COCA
securely, COCA
blindly, COCA
excitedly, COCA
incarcerate, GRE/COCA
calculated, GRE/COCA
whirlwind, COCA
overriding, GRE/COCA
objectively, COCA
crotch, COCA
psychotherapy, COCA
trance, GRE/COCA
stealth, GRE/COCA
aberration, GRE/COCA
front-page, COCA
technologically, COCA
hunk, GRE/COCA
incision, GRE/COCA
two-time, COCA
temperate, COCA/TOEFL
transmitted, COCA
crossover, COCA
epitomize, GRE/COCA/TOEFL
bedrock, COCA
chi, COCA
fungal, COCA
bisexual, COCA
Byzantine, GRE/COCA
workable, COCA
tarp, COCA
creak, COCA
pounce, COCA
glimmer, GRE/COCA
duel, GRE/COCA
calamity, GRE/COCA/TOEFL
muzzle, COCA
goodies, COCA
carnival, COCA
revolving, COCA
transgression, GRE/COCA
decreasing, COCA
tundra, GRE/COCA/TOEFL
bombardment, GRE/COCA
high-powered, COCA
ammonia, COCA/TOEFL
punt, COCA
intolerable, COCA
heartbreaking, COCA
connector, COCA
taxable, COCA
diving, COCA
spruce, GRE/COCA
authorized, COCA
stepmother, COCA
thereof, COCA
suffocate, GRE/COCA
suitor, COCA
cyclical, GRE/COCA
excessively, COCA
symbolically, COCA
tantrum, GRE/COCA
prize-winning, COCA
hallucination, GRE/COCA
Philippine, COCA
hurtle, GRE/COCA
flickering, COCA
captor, COCA
irregularity, COCA
horizontally, COCA
goofy, COCA
irreversible, COCA
unreal, COCA
lighthouse, COCA
floppy, GRE/COCA
placid, GRE/COCA/TOEFL
insulting, COCA
bleachers, GRE/COCA
westward, COCA/HS
gravitate, GRE/COCA
watering, COCA
wildfire, COCA
bookcase, COCA
sailboat, COCA
potter, COCA/TOEFL
splinter, COCA
ecumenical, GRE/COCA
drained, COCA
son-in-law, COCA
accuser, COCA
pinnacle, GRE/COCA
revoke, COCA/TOEFL
smug, GRE/COCA
forgo, GRE/COCA
dizzying, COCA
manifesto, GRE/COCA
transatlantic, COCA
puberty, GRE/COCA
reverberate, GRE/COCA
silicone, COCA
bumpy, COCA
rotary, COCA
embellish, GRE/COCA/TOEFL
downfall, COCA
laden, COCA
reintroduce, COCA
adversely, COCA
euphoria, GRE/COCA
shank, COCA
unnerve, COCA
vacate, COCA/TOEFL
undue, COCA
soggy, GRE/COCA
melted, COCA
aperture, GRE/COCA/TOEFL
ta, COCA
covet, GRE/COCA
subdue, GRE/COCA/TOEFL
sweetly, COCA
underwrite, GRE/COCA
tumultuous, COCA
Medicaid, COCA
gnaw, GRE/COCA/TOEFL
handwritten, COCA
wide-eyed, COCA
trump, COCA
gridlock, COCA
atheist, COCA
fauna, COCA/TOEFL
femininity, COCA
pocketbook, COCA
knowing, COCA
sheath, GRE/COCA
pawn, GRE/COCA
simmering, COCA
exhilarating, COCA/TOEFL
glaring, COCA/TOEFL
loathe, GRE/COCA/TOEFL
veal, COCA
refinance, COCA
wobble, GRE/COCA
inseparable, COCA
clamber, GRE/COCA
unilaterally, COCA
baron, GRE/COCA
nook, COCA
detonate, GRE/COCA
strenuous, COCA/TOEFL
logger, COCA
entrenched, COCA
utensil, GRE/COCA
honk, COCA
immaculate, GRE/COCA
substantiate, GRE/COCA/TOEFL
flaming, COCA
intervening, COCA
glitch, GRE/COCA
MBA, COCA
full-blown, GRE/COCA
countertop, COCA
overtly, COCA
bosom, COCA
individualized, COCA
selectively, COCA
captivate, GRE/COCA/TOEFL
chimpanzee, COCA/TOEFL
bathing, COCA
vibe, COCA
binge, COCA
stucco, COCA
apprenticeship, COCA
adherent, GRE/COCA/TOEFL
spam, COCA
homestead, COCA/TOEFL
checkup, COCA
unnecessarily, COCA
paternal, COCA
registry, COCA
pimp, COCA
experimenter, COCA
pointedly, COCA
antics, COCA
nurturing, COCA
victor, COCA
amputation, COCA
binder, COCA
chronology, COCA
skewer, GRE/COCA
roasting, COCA
scuttle, GRE/COCA
impasse, GRE/COCA
boo, GRE/COCA
sobering, COCA
multimillion-dollar, COCA
epiphany, COCA
cameraman, COCA
ANOVA, COCA
butler, COCA
Parmesan, COCA
uncomfortably, COCA
flashback, COCA
beleaguered, COCA
airfield, COCA
mourner, COCA
inflated, COCA
crease, GRE/COCA
espresso, COCA
whipped, COCA
sneer, GRE/COCA/TOEFL
polarization, COCA
outperform, COCA
accomplice, GRE/COCA/TOEFL
self-sufficient, COCA
coalesce, GRE/COCA
calculus, GRE/COCA/TOEFL
workman, COCA
colossal, GRE/COCA/TOEFL
conceptualization, COCA
vaginal, COCA
egalitarian, GRE/COCA
insomnia, GRE/COCA
uterus, COCA
piercing, GRE/COCA
sheen, GRE/COCA
apparition, GRE/COCA
serenity, COCA/TOEFL
whopping, COCA
sneeze, COCA/HS
acreage, COCA
launcher, COCA
combo, COCA
acrylic, COCA
six-year-old, COCA
composure, GRE/COCA/TOEFL
arsenic, COCA
unethical, COCA
shopkeeper, COCA/HS
in-law, COCA
dramatize, COCA
fiasco, GRE/COCA
assailant, COCA
mating, COCA
mutant, COCA
twinkle, COCA
appalled, COCA
compressed, COCA
modality, COCA
unimportant, COCA
aback, COCA
deftly, COCA
leek, COCA
one-sided, COCA
waxed, COCA
priesthood, COCA
whiteness, COCA
patchwork, COCA
diminishing, COCA
thud, COCA
gimmick, GRE/COCA
spec, COCA
keenly, COCA
tabletop, COCA
microprocessor, COCA/TOEFL
coupe, COCA
full-fledged, GRE/COCA
windmill, COCA
pitiful, GRE/COCA/TOEFL
bonfire, COCA
geographer, COCA
anti-semitic, COCA
helplessness, COCA
cavernous, COCA
mail-order, COCA
knead, GRE/COCA
subculture, COCA
marina, COCA
venom, GRE/COCA
classy, COCA
intravenous, COCA
primacy, COCA
baby-sit, COCA/TOEFL
credit-card, COCA
rustle, GRE/COCA
pre-emptive, COCA
unwittingly, COCA
fondly, COCA
cypress, GRE/COCA
lowland, COCA
grizzly, COCA
rocking, COCA
microbial, COCA
pious, GRE/COCA/TOEFL
limbo, GRE/COCA
astound, GRE/COCA/TOEFL
English-speaking, COCA
sullen, GRE/COCA/TOEFL
reset, COCA
earthy, GRE/COCA
scoot, COCA
wondrous, COCA
appointed, COCA
mid-air, COCA
egregious, GRE/COCA
twisting, COCA
imbue, GRE/COCA/TOEFL
meander, GRE/COCA/TOEFL
stamina, COCA/TOEFL
localized, COCA
empirically, COCA
schema, COCA
teapot, COCA/HS
flail, GRE/COCA
dreary, GRE/COCA
baptize, COCA
preparedness, COCA
cherished, COCA
reflector, COCA
magnification, COCA
chap, COCA
steamed, COCA
cayenne, COCA
salted, COCA
idiosyncratic, COCA
paraphrase, GRE/COCA/TOEFL
high-pitched, COCA
jumping, COCA
poach, GRE/COCA
refill, COCA
shroud, GRE/COCA/TOEFL
booty, COCA
wellness, COCA
inhibitor, GRE/COCA
camcorder, COCA
named, COCA
eagerness, COCA
macaroni, COCA
gamma, COCA
impeccable, GRE/COCA/TOEFL
promulgate, GRE/COCA
elegantly, COCA
upside, COCA
apocalyptic, GRE/COCA
weathered, COCA
trucker, COCA
cornmeal, COCA
fodder, GRE/COCA
gunner, COCA
inescapable, COCA
onlooker, COCA
pun, GRE/COCA
biologically, COCA
immortality, COCA
loudspeaker, COCA
childlike, COCA
apricot, COCA
six-year, COCA
layered, COCA
publicized, COCA
parable, GRE/COCA
flora, GRE/COCA/TOEFL
hooded, COCA
borderline, COCA
re-evaluate, COCA
listed, COCA
simulator, COCA
chime, COCA
spook, COCA
elongated, COCA
stranded, GRE/COCA
coloring, COCA
manually, COCA
kicker, COCA
grazing, COCA/TOEFL
blazer, COCA
raucous, GRE/COCA
domestically, COCA
reindeer, COCA
treason, GRE/COCA/TOEFL
therein, COCA
annuity, COCA
scallions, COCA
marching, COCA
replication, COCA
deluxe, GRE/COCA
nonverbal, COCA
slew, GRE/COCA
creatively, COCA
all-out, COCA
co-owner, COCA
mystique, COCA
self-concept, COCA
respite, GRE/COCA
guinea, COCA
quell, GRE/COCA/TOEFL
torpedo, GRE/COCA
imperfection, COCA
drench, GRE/COCA
enrage, GRE/COCA/TOEFL
droplet, GRE/COCA
contraceptive, COCA
inaccessible, COCA
redevelopment, COCA
overestimate, COCA
precedence, COCA
Amish, COCA
vagina, COCA
recognized, COCA
approaching, COCA
unhappiness, COCA
flimsy, GRE/COCA/TOEFL
underworld, COCA
nightgown, COCA
cello, GRE/COCA
reuse, COCA
rendezvous, GRE/COCA
full-length, COCA
understate, GRE/COCA
cobalt, COCA
agitated, GRE/COCA
caribou, COCA/TOEFL
herein, COCA
holster, GRE/COCA
nagging, COCA
brothel, COCA
digging, COCA
self-contained, COCA
bandwidth, COCA
fractured, COCA
auspice, GRE/COCA/TOEFL
bloodstream, COCA
vulture, GRE/COCA
dutifully, COCA
inexplicable, GRE/COCA
lax, COCA
plurality, COCA
warring, COCA
restart, COCA
participatory, COCA
dissemination, COCA
fast-growing, COCA
inundate, GRE/COCA
assigned, COCA
stockholder, COCA
reparation, GRE/COCA
zombie, COCA
prism, COCA
bigotry, COCA
sync, COCA
postulate, GRE/COCA
boiled, COCA
predispose, COCA
mane, COCA
furry, COCA
painkiller, GRE/COCA
roomy, COCA
untold, GRE/COCA
hangover, COCA
policing, COCA
tableau, COCA
bombard, COCA
pungent, GRE/COCA/TOEFL
centrality, COCA
stardom, COCA
over-the-counter, COCA
miscarriage, COCA
assembled, COCA
scapegoat, COCA
telltale, COCA
mindless, COCA
rightful, COCA
pulmonary, COCA
mire, GRE/COCA
burly, COCA
first-rate, COCA
defensively, COCA
mmm, COCA
trustworthy, GRE/COCA
trilogy, GRE/COCA
LED, COCA
sidestep, GRE/COCA
linked, COCA
buried, COCA
wide-ranging, COCA
hiking, COCA
kissing, COCA
topography, COCA/TOEFL
transcendent, GRE/COCA
variously, COCA
marquee, COCA
drying, COCA
finder, COCA
whimsical, GRE/COCA
medium-size, COCA
Croat, COCA
grinder, COCA
effortlessly, COCA
Somali, COCA
gravely, COCA
activation, COCA
perpetually, COCA
fondness, COCA
shellfish, COCA
absentee, COCA
diva, GRE/COCA
fifteenth, COCA
push-up, COCA
disoriented, COCA
lighted, COCA
scooter, GRE/COCA
undisturbed, COCA
din, GRE/COCA
attracting, COCA
weakest, COCA
Jamaican, COCA
VIP, COCA
transfusion, COCA
courier, COCA
extremism, COCA
astute, GRE/COCA/TOEFL
heirloom, GRE/COCA
recoil, GRE/COCA/TOEFL
duke, COCA
ovation, GRE/COCA
ordain, GRE/COCA
pep, COCA
stiffly, COCA
unaffected, GRE/COCA
checkbook, COCA
vestige, GRE/COCA/TOEFL
discernible, GRE/COCA/TOEFL
khaki, COCA
three-year-old, COCA
archaic, COCA/TOEFL
afar, COCA
prosthetic, COCA
prowl, GRE/COCA
understatement, GRE/COCA
writhe, COCA
entrench, GRE/COCA
overcrowded, COCA
manic, COCA
financier, COCA
armpit, COCA
failing, COCA
glee, GRE/COCA
excruciating, COCA
vindicate, GRE/COCA/TOEFL
impractical, COCA
revamp, COCA
embedded, COCA
stoke, GRE/COCA
year-long, COCA
consensual, COCA
hormonal, COCA
burned, COCA
fertilization, COCA
uproar, GRE/COCA/TOEFL
uncontrollable, COCA
migraine, COCA
candor, GRE/COCA
ply, COCA
cadmium, COCA
figurine, GRE/COCA
precondition, COCA
extracurricular, COCA
sister-in-law, COCA
arcane, GRE/COCA
quail, GRE/COCA
overdose, GRE/COCA
medium-sized, COCA
observational, COCA
covering, COCA
renegade, GRE/COCA
assisted, COCA
gathered, COCA
standout, COCA
skirmish, GRE/COCA
dredge, COCA
caterpillar, GRE/COCA/TOEFL
doc, COCA
instil, COCA
personalized, COCA
semblance, GRE/COCA
thirty-two, COCA
hoax, GRE/COCA/TOEFL
replete, GRE/COCA
winged, COCA
computational, COCA
memento, GRE/COCA
posh, COCA
jostle, GRE/COCA
stand-up, COCA
seaweed, COCA/HS
blocking, COCA
eel, COCA
cull, GRE/COCA
encase, COCA/TOEFL
pare, GRE/COCA
axle, GRE/COCA
primordial, COCA
wacky, GRE/COCA
urn, COCA
manslaughter, COCA
choosing, COCA
heterogeneous, GRE/COCA
magically, COCA
stripper, COCA
mismanagement, COCA
newscast, COCA
angst, COCA
custard, COCA
configure, COCA
muck, GRE/COCA
increment, GRE/COCA
pornographic, COCA
mull, GRE/COCA
secluded, COCA
veritable, GRE/COCA
clot, GRE/COCA/TOEFL
eyelash, COCA
behemoth, COCA
abate, GRE/COCA/TOEFL
wisp, COCA
infuriate, GRE/COCA
expatriate, GRE/COCA
sheltered, COCA
nascent, GRE/COCA
minuscule, GRE/COCA
tropics, COCA
elitist, COCA
one-man, COCA
marinate, COCA
geneticist, COCA
fanfare, GRE/COCA
father-in-law, COCA
glint, COCA
crazed, COCA
two-dimensional, COCA
psychotic, COCA
mainstay, COCA
sprinkler, COCA
wiry, COCA
chemically, COCA
scuba, COCA/TOEFL
linoleum, GRE/COCA
nutritious, COCA
asking, COCA
nutritionist, COCA
Filipino, COCA
molten, GRE/COCA/TOEFL
nah, COCA
unquestionably, COCA
little-known, COCA
deafening, COCA
cardiologist, GRE/COCA
borrowed, COCA
observance, GRE/COCA/TOEFL
inconceivable, COCA/TOEFL
polyester, COCA
hooker, COCA
rotting, COCA
prick, GRE/COCA
evolving, COCA
land-use, COCA
broadband, COCA
well-established, COCA
caper, GRE/COCA
kiosk, GRE/COCA
stereotypical, COCA
pamper, GRE/COCA
politicize, COCA
forcibly, COCA
unrestricted, COCA
procure, GRE/COCA
sonic, COCA
nocturnal, GRE/COCA/TOEFL
lull, GRE/COCA/TOEFL
brooding, COCA
stubbornly, COCA
inherited, COCA
beep, COCA
constitutionally, COCA
implied, COCA
intercom, COCA
single-family, COCA
reformed, COCA
gouge, GRE/COCA
inefficiency, COCA
tote, COCA
doubly, COCA
alibi, GRE/COCA
dermatologist, GRE/COCA
waffle, GRE/COCA
geek, COCA
know-how, GRE/COCA
battleship, COCA
dislodge, GRE/COCA
cultivated, GRE/COCA/TOEFL
dripping, COCA
pendant, COCA/TOEFL
funk, COCA
circumstantial, GRE/COCA
estuary, GRE/COCA
consolidated, COCA
misgiving, GRE/COCA/TOEFL
monoxide, COCA
repertory, COCA/TOEFL
skylight, COCA
subsidized, COCA
muffle, GRE/COCA
archival, COCA
darkly, COCA
retardation, COCA
pre-war, COCA
unregulated, GRE/COCA
vehemently, COCA
chide, GRE/COCA/TOEFL
pre-service, COCA
musically, COCA
mater, COCA
uncontrolled, COCA
nozzle, COCA
banned, COCA
cashmere, COCA
million-dollar, COCA
minimally, COCA
flaunt, GRE/COCA
apex, GRE/COCA/TOEFL
slant, GRE/COCA/TOEFL
tortoise, COCA/HS
crumpled, COCA
payout, COCA
repressed, GRE/COCA
aggressor, GRE/COCA
dispatcher, COCA
dislocation, COCA
popularize, COCA
Philharmonic, COCA
juniper, COCA
pathological, GRE/COCA
juxtapose, GRE/COCA
stalemate, GRE/COCA
overture, GRE/COCA
guarded, COCA
Lithuanian, COCA
naming, COCA
fiberglass, COCA
buggy, GRE/COCA
discreetly, COCA
veneer, GRE/COCA
chronological, COCA
wastewater, COCA
pennant, GRE/COCA
hotline, COCA
eleventh, COCA
Parisian, COCA
siding, COCA
chassis, COCA
miniseries, COCA
landscaping, COCA
cod, COCA
honored, COCA
responsibly, COCA
fore, COCA
centrist, COCA
bustle, GRE/COCA
crepe, COCA
attune, GRE/COCA
garb, COCA/TOEFL
Celtic, COCA
eerily, COCA
cheaply, COCA
valet, COCA
ordering, COCA
faith-based, COCA
age-old, COCA
elf, COCA
liturgical, COCA
prioritize, COCA
inconvenient, COCA/TOEFL
gubernatorial, COCA
apprehensive, GRE/COCA
fertilize, GRE/COCA/TOEFL
snowstorm, COCA
Sioux, COCA
diversification, COCA/TOEFL
postmodernism, COCA
residuals, COCA
mummy, COCA/HS
Armenian, COCA
reconnect, COCA
major-league, COCA
ruffle, GRE/COCA
believable, COCA
potency, COCA
workday, COCA
unfit, COCA/HS
veranda, COCA
fathom, GRE/COCA
personalize, COCA
mantel, COCA
chasm, GRE/COCA
spatula, GRE/COCA
archbishop, COCA
full-size, COCA
preposterous, GRE/COCA
kerosene, COCA/TOEFL
lowered, COCA
organizing, COCA
discursive, GRE/COCA
communicator, COCA
run-down, COCA
intestinal, COCA
visceral, GRE/COCA
feign, GRE/COCA/TOEFL
drop-off, COCA
Romanian, COCA
dreaded, COCA
decentralized, COCA
clipboard, COCA
carrying, COCA
gypsy, COCA
RNA, COCA
murdered, COCA
Eucharist, COCA
swimsuit, COCA
upland, COCA
coincidentally, COCA
conversational, COCA
jeweler, COCA
backside, COCA
vigilance, COCA
confrontational, COCA
surmise, GRE/COCA/TOEFL
starch, COCA/TOEFL
rubric, COCA
legitimately, COCA
rework, COCA
evocative, GRE/COCA
acronym, GRE/COCA
self-image, COCA
exhibitor, COCA
unbelievably, COCA
observable, COCA
charging, COCA
much-needed, COCA
philanthropy, COCA
epistemological, COCA
hotly, COCA
aquifer, GRE/COCA
trivia, GRE/COCA
finesse, GRE/COCA
chimp, COCA
ideologically, COCA
TNT, COCA
heavy-duty, COCA
fluke, GRE/COCA
regular-season, COCA
hilltop, COCA
unbroken, COCA
confluence, COCA
tiptoe, COCA
stockpile, COCA
saxophone, COCA
crusty, COCA
innovator, COCA
limitless, COCA
melodic, COCA/TOEFL
striker, COCA
Creole, COCA
informational, COCA
kidnapper, COCA
pre-existing, COCA
rowing, COCA
hegemonic, COCA
forecaster, COCA
complicity, GRE/COCA
puzzling, COCA
cautionary, GRE/COCA
immunization, COCA
defined, GRE/COCA
wafer, COCA
fiancee, COCA
mellow, COCA
vowel, COCA
forbidding, GRE/COCA
chunky, COCA
brash, GRE/COCA
Swede, COCA
lite, COCA
vile, GRE/COCA
veterinary, GRE/COCA
smirk, GRE/COCA
fanciful, COCA
aching, COCA
plethora, GRE/COCA
tax-free, COCA
anatomical, GRE/COCA
weaver, COCA
melancholy, GRE/COCA
old-time, COCA
attractiveness, COCA
delinquent, GRE/COCA
bathrobe, COCA
blackberry, COCA
porous, GRE/COCA/TOEFL
partisanship, COCA
choreographer, COCA/TOEFL
cleavage, GRE/COCA
distressed, COCA/TOEFL
vested, COCA
hydrocarbon, COCA
crony, COCA
cheesecake, COCA
pelvis, COCA
wean, GRE/COCA
screenwriter, COCA
glorify, GRE/COCA/TOEFL
gully, GRE/COCA
balsamic, COCA
parka, GRE/COCA
deforestation, GRE/COCA
HIV-positive, COCA
methodically, COCA
inactive, COCA/TOEFL
sinful, COCA
doctrinal, COCA
lowly, COCA
decorator, COCA
quip, GRE/COCA
unease, COCA
expressly, GRE/COCA
adapter, COCA
cornfield, COCA
tombstone, GRE/COCA
deflate, COCA
newlywed, COCA
fullness, COCA
thirty-six, COCA
snowball, COCA
cooling, COCA
polluted, COCA
Apache, COCA
forested, COCA
discarded, COCA
equatorial, COCA
lymph, COCA
flamboyant, GRE/COCA
tarnish, GRE/COCA/TOEFL
posting, COCA
percentile, COCA
padding, GRE/COCA
repudiate, GRE/COCA/TOEFL
piping, COCA
brandish, GRE/COCA
spire, GRE/COCA
clatter, COCA
crevice, GRE/COCA/TOEFL
pragmatism, COCA
predicate, COCA
substrate, COCA
forefinger, COCA
benefactor, GRE/COCA/TOEFL
morphine, COCA
inlet, COCA
coffer, GRE/COCA
enlargement, COCA
homemaker, COCA
tacit, GRE/COCA/TOEFL
outgrow, COCA
brownie, COCA
controlling, COCA
stave, COCA
allegory, GRE/COCA/TOEFL
inverted, COCA
brunt, GRE/COCA
interchange, COCA
unlucky, COCA
rusted, COCA
madly, COCA
affliction, GRE/COCA
brat, GRE/COCA
artistry, GRE/COCA
propriety, GRE/COCA/TOEFL
freckle, GRE/COCA
alcove, GRE/COCA
take-out, COCA
unsolved, COCA
penetrating, COCA
wriggle, COCA
parting, COCA
nag, GRE/COCA
restoring, COCA
snowmobile, COCA
nervousness, COCA
impenetrable, GRE/COCA
blocker, COCA
spoke, GRE/COCA
amber, COCA
outsource, COCA
spooky, COCA
giver, COCA
critter, COCA
one-day, COCA
avant-garde, GRE/COCA
divulge, GRE/COCA/TOEFL
oops, COCA
convincingly, COCA
reciprocity, COCA
knockout, COCA
retrace, GRE/COCA
payback, COCA
transcendence, COCA
informally, COCA
implore, GRE/COCA
slang, COCA
laud, GRE/COCA/TOEFL
latex, COCA
austere, GRE/COCA
dab, GRE/COCA/TOEFL
vis-a-vis, COCA
pluralistic, COCA
self-reported, COCA
